,AREA,SALE_COND,PARK_FACIL,BUILDTYPE,STREET,MZZONE,PROPERTY_AGE,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,LOG_PRICE
5573,Chrompet,AbNormal,No,Commercial,NoAccess,RM,12,1068,9,1.0,1.0,3,16.379792538933497
5574,Chrompet,AbNormal,Yes,House,Paved,RH,35,1034,170,1.0,1.0,3,15.988359105925701
5575,Adyar,Normal Sale,Yes,Others,NoAccess,RL,35,619,140,1.0,1.0,2,15.860290129613317
5576,TNagar,AdjLand,No,Commercial,NoAccess,RL,6,1762,46,1.0,1.0,4,16.85145973100544
5577,Chrompet,Partial,Yes,House,NoAccess,RH,8,1100,142,1.0,1.0,3,15.971357430846515
5578,Velachery,Normal Sale,Yes,Commercial,NoAccess,C,55,1860,29,3.0,2.0,5,16.457395885022578
5579,Adyar,AdjLand,Yes,Others,Gravel,I,9,753,55,1.0,1.0,2,16.01555437971592
5580,Anna Nagar,Partial,Yes,House,Gravel,RH,39,1636,71,1.0,1.0,4,16.3288865008366
5581,KK Nagar,Normal Sale,Yes,House,Gravel,RL,27,2074,68,3.0,2.0,5,16.328232338578445
5582,TNagar,AdjLand,No,Others,NoAccess,RM,21,1533,107,1.0,1.0,4,16.402863531273997
5583,Velachery,AdjLand,No,Commercial,Paved,I,22,1530,115,2.0,1.0,4,16.39387036131992
5584,Chrompet,Partial,Yes,Commercial,Gravel,RL,32,825,73,1.0,1.0,3,16.304442429001895
5585,Velachery,Family,No,House,Paved,I,11,1794,109,2.0,1.0,4,16.006162583323764
5586,Karapakkam,Partial,Yes,Commercial,NoAccess,C,18,1267,87,1.0,1.0,3,16.07374546050159
5587,KK Nagar,Family,Yes,Commercial,Gravel,RH,25,1891,170,3.0,2.0,5,16.65869420937768
5588,Anna Nagar,Normal Sale,Yes,Commercial,Gravel,RH,5,1896,134,2.0,1.0,5,16.943942065494802
5589,Chrompet,AbNormal,No,Others,NoAccess,RM,22,1223,161,2.0,1.0,4,16.133163754731708
5590,KK Nagar,Family,Yes,Commercial,Gravel,RM,18,1724,197,2.0,1.0,4,16.65480993274271
5591,Adyar,Family,Yes,Commercial,NoAccess,C,9,1072,192,1.0,1.0,3,16.305076668916843
5592,Adyar,AdjLand,No,House,NoAccess,RL,28,634,191,1.0,1.0,2,15.753527782539422
5593,Velachery,Partial,Yes,House,Gravel,RH,48,1767,26,2.0,1.0,4,16.131581013347155
5594,Chrompet,Partial,No,Others,Paved,RM,38,1273,86,2.0,1.0,4,16.150681130323964
5595,Karapakkam,Family,Yes,Others,Paved,C,18,1275,91,1.0,1.0,3,15.815077242466224
5596,Karapakkam,AbNormal,Yes,Commercial,NoAccess,A,32,1047,148,1.0,1.0,3,15.839256365566376
5597,Anna Nagar,Partial,Yes,House,Paved,RM,21,1597,187,1.0,1.0,4,16.387337518095464
5598,Karapakkam,Normal Sale,Yes,Others,Gravel,RH,24,1586,100,2.0,2.0,4,16.14556654688433
5599,KK Nagar,Family,Yes,Commercial,Gravel,RH,18,2327,183,4.0,2.0,6,16.805963319387953
5600,KK Nagar,AdjLand,No,Commercial,Gravel,RH,8,2008,23,3.0,2.0,5,16.68056975002765
5601,KK Nagar,Family,Yes,Others,Gravel,RH,18,1303,74,1.0,1.0,3,16.111684443014976
5602,Adyar,Family,No,Others,NoAccess,C,24,846,80,1.0,1.0,3,15.583824823763548
5603,Karapakkam,AdjLand,Yes,Commercial,NoAccess,C,33,1428,123,2.0,2.0,4,16.186226991433983
5604,Chrompet,Normal Sale,No,Commercial,Paved,RL,6,877,39,1.0,1.0,3,16.25590098477058
5605,Velachery,AbNormal,Yes,House,Paved,RM,36,1751,148,2.0,1.0,4,16.229021004146336
5606,Anna Nagar,Normal Sale,Yes,Commercial,Paved,RH,36,1738,170,1.0,1.0,4,16.81847873908137
5607,Adyar,Partial,Yes,House,Paved,RM,20,985,73,1.0,1.0,3,16.122698740467705
5608,Adyar,AbNormal,Yes,House,Gravel,I,20,766,81,1.0,1.0,2,15.881179060292189
5609,Karapakkam,Normal Sale,Yes,Others,Gravel,RH,49,1196,18,1.0,1.0,3,15.95137803695528
5610,Chrompet,Family,Yes,Others,Gravel,RL,9,1128,141,1.0,1.0,3,16.250946812277977
5611,Chrompet,Partial,No,Others,NoAccess,RL,31,1092,179,1.0,1.0,3,15.918715133968988
5612,KK Nagar,Partial,Yes,Others,Gravel,RM,17,1973,58,3.0,2.0,5,16.42647634624119
5613,KK Nagar,Normal Sale,Yes,Others,Paved,RL,25,2447,113,4.0,2.0,6,16.47046485850407
5614,Velachery,Normal Sale,No,Others,NoAccess,RL,45,1736,164,2.0,1.0,4,16.070283133736336
5615,Velachery,AdjLand,Yes,Commercial,Paved,C,48,1559,107,2.0,1.0,4,16.42539172997733
5616,Anna Nagar,AdjLand,Yes,House,Paved,RH,15,1708,76,1.0,1.0,4,16.404853271235833
5617,Karapakkam,Family,No,Commercial,Paved,RM,40,517,13,1.0,1.0,2,15.78847846469881
5618,Karapakkam,AbNormal,No,Commercial,Gravel,RL,12,1403,144,2.0,2.0,4,16.349640849385345
5619,Karapakkam,Family,Yes,Commercial,Paved,RH,17,1085,84,1.0,1.0,3,16.16420403188327
5620,Karapakkam,AdjLand,No,Others,Paved,RM,23,510,39,1.0,1.0,2,15.69584942419578
5621,Chrompet,Partial,No,Others,Paved,RL,37,1291,0,2.0,1.0,4,16.07921999026759
5622,Velachery,AbNormal,Yes,Commercial,Gravel,I,53,1961,34,3.0,2.0,5,16.631665645491587
5623,Adyar,Partial,No,Commercial,Paved,RL,10,766,179,1.0,1.0,2,16.222854595708647
5624,Adyar,AbNormal,Yes,Commercial,Gravel,RL,40,1169,145,1.0,1.0,3,16.574502955159574
5625,Karapakkam,Partial,Yes,House,Gravel,RH,9,1401,77,2.0,2.0,4,16.04689820833204
5626,Chrompet,AbNormal,No,Commercial,Paved,RL,7,946,47,1.0,1.0,3,16.314721413060205
5627,Adyar,AdjLand,Yes,Others,NoAccess,RL,38,829,144,1.0,1.0,3,16.018639448266818
5628,KK Nagar,Family,No,Commercial,Paved,RL,15,2276,30,4.0,2.0,6,16.722315711573447
5629,TNagar,AbNormal,No,Others,Paved,RM,14,1861,132,2.0,1.0,5,16.540882468291585
5630,Velachery,AbNormal,Yes,House,Paved,RH,51,1616,67,2.0,1.0,4,16.042044176041394
5631,Karapakkam,AdjLand,No,House,NoAccess,RM,15,1505,7,2.0,2.0,4,16.003658960039747
5632,Karapakkam,Family,Yes,House,NoAccess,RL,40,1072,67,1.0,1.0,3,15.762969507009437
5633,Karapakkam,Partial,No,Others,Gravel,RM,15,1253,60,1.0,1.0,3,16.070226487537465
5634,Velachery,AdjLand,No,House,Gravel,RM,22,1859,184,3.0,2.0,5,16.29325763909718
5635,Velachery,AbNormal,No,Commercial,NoAccess,RH,42,1805,81,3.0,2.0,5,16.466040397378375
5636,Chrompet,Partial,No,Others,Gravel,RM,6,1274,195,2.0,1.0,4,16.27574918860948
5637,TNagar,AbNormal,No,Commercial,Paved,RM,18,1709,140,1.0,1.0,4,16.842628507698283
5638,Anna Nagar,Partial,No,House,Paved,RM,9,1909,151,2.0,1.0,5,16.453402780534415
5639,Velachery,Partial,No,Commercial,Gravel,RL,38,1591,154,2.0,1.0,4,16.46769619020096
5640,Velachery,AbNormal,Yes,Commercial,Paved,I,18,1674,103,2.0,1.0,4,16.53372294866412
5641,Anna Nagar,Family,No,Others,Gravel,RM,16,1730,138,1.0,1.0,4,16.48355856730499
5642,Karapakkam,AbNormal,Yes,Others,Gravel,A,22,838,132,1.0,1.0,2,15.55011749568802
5643,Velachery,Normal Sale,Yes,Commercial,Gravel,RL,11,1718,2,2.0,1.0,4,16.64450353821219
5644,Velachery,Family,Yes,Others,Paved,RL,48,1863,21,3.0,2.0,5,16.25964364955896
5645,Chrompet,AdjLand,Yes,House,Paved,RM,19,746,128,1.0,1.0,2,16.024676002972022
5646,Chrompet,AdjLand,No,House,Gravel,RM,16,940,106,1.0,1.0,3,16.107051993641534
5647,TNagar,Partial,No,Others,Gravel,RH,12,1569,97,1.0,1.0,4,16.353956157933
5648,KK Nagar,Partial,Yes,House,Gravel,RL,8,2219,94,3.0,2.0,5,16.38721810425911
5649,Karapakkam,AdjLand,No,Others,Gravel,A,12,843,73,1.0,1.0,2,15.483702732417203
5650,TNagar,Family,No,Others,NoAccess,RM,20,1779,44,1.0,1.0,4,16.430705064547134
5651,Karapakkam,AdjLand,No,Commercial,NoAccess,A,10,543,59,1.0,1.0,2,15.385449558551425
5652,KK Nagar,Family,No,Commercial,Gravel,RL,6,2215,162,3.0,2.0,5,16.755543634855826
5653,Karapakkam,Family,Yes,Commercial,Paved,A,39,551,141,1.0,1.0,2,15.510423901760536
5654,Karapakkam,Partial,Yes,House,Paved,C,33,692,13,1.0,1.0,2,15.369957188982665
5655,KK Nagar,AdjLand,Yes,Others,Gravel,RH,24,2432,100,4.0,2.0,6,16.513287165969707
5656,Chrompet,Normal Sale,No,Commercial,Gravel,RH,32,892,97,1.0,1.0,3,16.22800967364934
5657,KK Nagar,Normal Sale,Yes,Commercial,Paved,RM,24,1734,61,2.0,1.0,4,16.630781423574206
5658,Adyar,AbNormal,No,Others,NoAccess,I,24,944,97,1.0,1.0,3,15.812432890470589
5659,Velachery,Normal Sale,Yes,House,Paved,RL,25,1924,121,3.0,2.0,5,16.281298096805564
5660,Anna Nagar,Partial,No,House,Paved,RH,39,1688,167,1.0,1.0,4,16.217579019973776
5661,KK Nagar,Partial,No,Others,Gravel,RL,9,1721,61,2.0,1.0,4,16.246711180502842
5662,Chrompet,AdjLand,Yes,Commercial,Gravel,RH,39,745,109,1.0,1.0,2,16.215514424297766
5663,Karapakkam,AbNormal,Yes,Commercial,Paved,C,31,1590,134,2.0,2.0,4,16.31061462028947
5664,KK Nagar,Partial,Yes,Commercial,Paved,RM,10,1719,113,2.0,1.0,4,16.61338482673045
5665,Chrompet,Partial,Yes,House,Paved,RH,6,838,53,1.0,1.0,3,15.918170333188739
5666,KK Nagar,AbNormal,No,Others,Gravel,RM,7,1941,174,3.0,2.0,5,16.354866645442232
5667,Chrompet,Family,No,Others,Paved,RM,9,1215,30,2.0,1.0,4,16.21177969113216
5668,Karapakkam,AdjLand,Yes,House,Paved,A,15,926,89,1.0,1.0,3,15.587713879517551
5669,Anna Nagar,AbNormal,No,Others,NoAccess,RH,7,1609,125,1.0,1.0,4,16.322416358831347
5670,Chrompet,Family,Yes,Others,Paved,RH,10,1226,118,2.0,1.0,4,16.172520955477555
5671,KK Nagar,AdjLand,No,House,Gravel,RM,24,1478,129,2.0,1.0,4,16.18733743812986
5672,Chrompet,Partial,Yes,Commercial,Paved,RM,7,1041,174,1.0,1.0,3,16.48326647250611
5673,Karapakkam,AdjLand,No,Others,Gravel,RH,50,1420,132,2.0,2.0,4,15.971114210609393
5674,Anna Nagar,AdjLand,No,Commercial,Gravel,RM,27,1933,145,2.0,1.0,5,16.977180400802354
5675,Chrompet,Family,No,Others,Paved,RM,18,1093,173,1.0,1.0,3,16.11616338533492
5676,Velachery,AbNormal,No,Others,Paved,I,30,1683,26,2.0,1.0,4,16.003319726906348
5677,Adyar,Normal Sale,Yes,House,Paved,A,23,1165,153,1.0,1.0,3,15.885582718756828
5678,Chrompet,AdjLand,No,Commercial,Paved,RM,39,1083,54,1.0,1.0,3,16.41894056189788
5679,KK Nagar,Partial,No,House,Paved,RL,17,2004,105,3.0,2.0,5,16.18016337218221
5680,Chrompet,Partial,Yes,House,Paved,RL,31,1102,94,1.0,1.0,3,16.04307421557022
5681,Velachery,AbNormal,Yes,Commercial,Gravel,I,38,1565,88,2.0,1.0,4,16.49913349460152
5682,TNagar,AdjLand,No,House,NoAccess,RL,19,1938,200,2.0,1.0,5,16.406942070295106
5683,Velachery,Family,No,House,Gravel,RH,8,1615,63,2.0,1.0,4,16.06385707611897
5684,Karapakkam,Partial,Yes,Commercial,Paved,RM,38,746,13,1.0,1.0,2,16.081795293412537
5685,Chrompet,AdjLand,Yes,Commercial,NoAccess,RL,6,824,166,1.0,1.0,3,16.305076668916843
5686,KK Nagar,Family,Yes,Others,Gravel,RL,16,2432,10,4.0,2.0,6,16.511482509799958
5687,Karapakkam,Family,No,Commercial,Gravel,RL,34,645,38,1.0,1.0,2,15.899641835621454
5688,Velachery,Partial,Yes,Others,NoAccess,C,19,1850,56,3.0,2.0,5,16.076173155275402
5689,KK Nagar,Normal Sale,No,House,Gravel,RH,21,1985,58,3.0,2.0,5,16.152353879017415
5690,Karapakkam,AbNormal,Yes,House,Gravel,I,14,1031,191,1.0,1.0,3,15.828300814859077
5691,Velachery,Partial,No,House,Paved,A,30,1604,121,2.0,1.0,4,15.714082438339615
5692,Adyar,AdjLand,Yes,Commercial,NoAccess,I,29,640,120,1.0,1.0,2,16.03211196389627
5693,Anna Nagar,AdjLand,Yes,Others,NoAccess,RL,20,1666,136,1.0,1.0,4,16.455050342607958
5694,Karapakkam,Partial,Yes,Commercial,Paved,C,49,770,131,1.0,1.0,2,15.727061267277932
5695,TNagar,AbNormal,Yes,Commercial,Paved,RL,11,1815,23,2.0,1.0,5,16.911903264069927
5696,KK Nagar,Normal Sale,Yes,Commercial,Paved,RL,22,2203,180,3.0,2.0,5,16.778472605169927
5697,Karapakkam,Partial,No,House,Gravel,RH,34,1194,56,1.0,1.0,3,15.741084317297586
5698,Velachery,AdjLand,No,Others,Gravel,RM,12,1832,26,3.0,2.0,5,16.399527506434815
5699,Karapakkam,AbNormal,No,Commercial,Gravel,RH,27,639,147,1.0,1.0,2,15.824212793312935
5700,Anna Nagar,AbNormal,No,House,NoAccess,RL,19,1638,177,1.0,1.0,4,16.2587910705515
5701,Velachery,Partial,No,Commercial,Gravel,RM,28,1800,88,2.0,1.0,4,16.623558902873157
5702,Karapakkam,AbNormal,Yes,Commercial,Paved,RM,16,909,141,1.0,1.0,3,16.214468720240895
5703,Karapakkam,AbNormal,Yes,House,Gravel,RL,36,1184,144,1.0,1.0,3,15.99168739984543
5704,Velachery,AdjLand,Yes,House,Gravel,RL,31,1803,96,3.0,2.0,5,16.30928155309698
5705,Chrompet,Family,No,House,Gravel,RM,24,713,30,1.0,1.0,2,15.911367870560753
5706,Velachery,Family,Yes,House,NoAccess,A,20,1624,117,2.0,1.0,4,15.851762982782395
5707,Adyar,AbNormal,Yes,Others,Gravel,I,28,1077,168,1.0,1.0,3,16.138250177115147
5708,KK Nagar,Partial,No,House,Gravel,RH,27,1729,112,2.0,1.0,4,16.06323082835532
5709,Chrompet,Partial,No,Commercial,Gravel,RH,11,1065,117,1.0,1.0,3,16.3633198603362
5710,Anna Nagar,AdjLand,Yes,House,NoAccess,RL,26,1671,137,1.0,1.0,4,16.373211865505095
5711,Karapakkam,AbNormal,Yes,Others,Paved,RM,43,510,99,1.0,1.0,2,15.756457410214644
5712,Adyar,AdjLand,No,House,NoAccess,RH,24,1181,160,1.0,1.0,3,16.009232675509512
5713,Chrompet,Normal Sale,No,Commercial,Paved,RH,16,758,169,1.0,1.0,2,16.093986138332117
5714,KK Nagar,AbNormal,Yes,Others,Paved,RL,15,2156,91,3.0,2.0,5,16.417307845339923
5715,KK Nagar,AdjLand,Yes,House,Paved,RM,25,2004,106,3.0,2.0,5,16.36111108207266
5716,Chrompet,Partial,Yes,House,Paved,RH,26,1067,142,1.0,1.0,3,15.962186943372108
5717,Chrompet,Family,No,House,Paved,RL,23,1085,97,1.0,1.0,3,15.978411655545218
5718,Adyar,Partial,No,Commercial,Gravel,RM,11,1064,75,1.0,1.0,3,16.508004789939825
5719,Chrompet,Partial,No,Commercial,NoAccess,RM,23,739,142,1.0,1.0,2,16.13278966323789
5720,Anna Nagar,AbNormal,Yes,House,Paved,RH,29,1829,67,2.0,1.0,5,16.407738524782012
5721,TNagar,Family,Yes,House,NoAccess,RM,44,1637,99,1.0,1.0,4,16.339367692089347
5722,Adyar,AbNormal,No,Others,Gravel,RL,35,763,96,1.0,1.0,2,15.958653278120645
5723,Adyar,AbNormal,No,House,Paved,I,23,1138,194,1.0,1.0,3,15.900328495889605
5724,Anna Nagar,Partial,Yes,House,Gravel,RL,22,1724,173,1.0,1.0,4,16.423716924428977
5725,Chrompet,Normal Sale,Yes,Others,NoAccess,RL,14,1017,111,1.0,1.0,3,16.086688778085733
5726,Karapakkam,AdjLand,No,Others,Paved,C,50,732,56,1.0,1.0,2,15.252608768713168
5727,Velachery,Normal Sale,No,Others,Paved,I,41,1926,24,3.0,2.0,5,16.117984544786257
5728,Chrompet,AdjLand,No,Others,Gravel,RL,24,958,134,1.0,1.0,3,16.077088222579604
5729,Velachery,Family,No,Others,NoAccess,C,44,1938,14,3.0,2.0,5,15.984975602291698
5730,Karapakkam,AbNormal,No,Others,Paved,RM,38,1362,91,2.0,2.0,4,15.977018373909663
5731,Velachery,AdjLand,No,Others,NoAccess,I,15,1627,192,2.0,1.0,4,16.03227585466344
5732,Karapakkam,Partial,No,House,Gravel,RL,34,737,32,1.0,1.0,2,15.678981200746277
5733,Chrompet,AdjLand,No,Commercial,Gravel,RM,20,726,27,1.0,1.0,2,16.272162098666723
5734,KK Nagar,Normal Sale,Yes,House,Paved,RH,17,2189,96,3.0,2.0,5,16.271311894335796
5735,Adyar,AbNormal,Yes,Commercial,NoAccess,RH,31,890,179,1.0,1.0,3,16.26062619200738
5736,Chrompet,Family,No,House,NoAccess,RM,9,810,71,1.0,1.0,3,15.88161986910937
5737,Karapakkam,Partial,Yes,House,NoAccess,A,7,1592,95,2.0,2.0,4,15.733370818651842
5738,Adyar,AdjLand,No,Others,Paved,A,9,1245,184,2.0,2.0,4,15.976298418785332
5739,KK Nagar,Family,No,Commercial,Gravel,RL,22,1479,19,2.0,1.0,4,16.425505127288833
5740,Chrompet,AdjLand,Yes,Others,Gravel,RM,34,1259,157,2.0,1.0,4,16.34109767225763
5741,KK Nagar,Family,Yes,Others,Paved,RL,15,2042,70,3.0,2.0,5,16.402579389187654
5742,Karapakkam,AdjLand,Yes,Commercial,Gravel,RM,27,663,95,1.0,1.0,2,16.171113437554077
5743,KK Nagar,Partial,Yes,Others,Paved,RL,7,2439,41,4.0,2.0,6,16.477566243427518
5744,TNagar,Partial,Yes,Others,NoAccess,RM,42,1888,52,2.0,1.0,5,16.501582394569784
5745,Karapakkam,Family,Yes,Commercial,NoAccess,I,26,1655,15,2.0,2.0,4,16.3189026280428
5746,Adyar,AdjLand,Yes,Others,NoAccess,A,29,1197,48,1.0,1.0,3,15.95049418014305
5747,Adyar,Partial,Yes,Commercial,NoAccess,RL,5,966,175,1.0,1.0,3,16.39007561299162
5748,Karapakkam,AdjLand,No,Others,NoAccess,C,32,807,42,1.0,1.0,2,15.239758964968456
5749,Chrompet,Partial,Yes,Commercial,Paved,RL,16,862,192,1.0,1.0,3,16.3002466932155
5750,Velachery,AdjLand,No,Commercial,NoAccess,RL,13,1625,78,2.0,1.0,4,16.492806800243088
5751,Chrompet,AbNormal,No,Commercial,Paved,RH,22,1143,153,1.0,1.0,3,16.378628315994277
5752,Chrompet,AdjLand,Yes,Commercial,Gravel,RM,12,967,116,1.0,1.0,3,16.490656020752073
5753,Chrompet,Family,Yes,Commercial,Paved,RH,38,1168,116,1.0,1.0,3,16.418798064677908
5754,Velachery,AbNormal,No,Commercial,NoAccess,RM,7,1744,55,2.0,1.0,4,16.587925140042536
5755,Velachery,AbNormal,No,Others,Gravel,RH,14,1966,95,3.0,2.0,5,16.301481224818627
5756,Velachery,AbNormal,Yes,Others,NoAccess,RL,17,1722,112,2.0,1.0,4,16.234384237147836
5757,Velachery,Normal Sale,Yes,Others,Paved,A,52,1541,165,2.0,1.0,4,15.929799320700186
5758,KK Nagar,Normal Sale,No,House,Paved,RL,23,1409,85,2.0,1.0,4,16.005907546941106
5759,KK Nagar,Family,Yes,Commercial,Paved,RL,11,1936,67,3.0,2.0,5,16.676373973456887
5760,KK Nagar,Partial,No,Others,Gravel,RL,11,2474,113,4.0,2.0,6,16.424476948063774
5761,Chrompet,AbNormal,No,House,Paved,RL,37,1217,140,2.0,1.0,4,16.02509060229659
5762,Chrompet,AdjLand,Yes,Commercial,Gravel,RL,29,1057,143,1.0,1.0,3,16.487711173272785
5763,Chrompet,Normal Sale,No,Commercial,Gravel,RM,22,955,98,1.0,1.0,3,16.390222185946325
5764,TNagar,AdjLand,Yes,Commercial,NoAccess,RM,39,1608,140,1.0,1.0,4,16.82173677696248
5765,Chrompet,Family,No,House,NoAccess,RL,38,1010,200,1.0,1.0,3,15.84900239754001
5766,Chrompet,Family,No,Commercial,Gravel,RM,34,1170,177,1.0,1.0,3,16.494903020744886
5767,Karapakkam,Family,Yes,Others,Paved,A,44,982,177,1.0,1.0,3,15.486017228865641
5768,Karapakkam,Family,No,House,Paved,RM,28,763,126,1.0,1.0,2,15.714901861452038
5769,Adyar,AbNormal,No,House,Paved,I,33,778,164,1.0,1.0,2,15.629007872249382
5770,Karapakkam,Normal Sale,Yes,House,Paved,I,19,1502,193,2.0,2.0,4,15.920703541720545
5771,Adyar,Family,Yes,Others,NoAccess,RM,12,1110,53,1.0,1.0,3,16.23912966312606
5772,Chrompet,Family,No,Others,NoAccess,RM,29,759,50,1.0,1.0,2,15.85051981983803
5773,Anna Nagar,Normal Sale,Yes,Commercial,Gravel,RM,34,1789,11,1.0,1.0,4,16.93580329289621
5774,Velachery,Partial,Yes,Commercial,NoAccess,RL,21,1884,73,3.0,2.0,5,16.60633849237601
5775,Chrompet,AdjLand,Yes,Others,Gravel,RL,9,1181,145,1.0,1.0,3,16.29067456866301
5776,KK Nagar,Partial,No,Others,Gravel,RM,12,1567,199,2.0,1.0,4,16.20313976916268
5777,Karapakkam,Partial,No,House,NoAccess,RL,37,686,71,1.0,1.0,2,15.424173169930622
5778,Velachery,Family,No,Others,NoAccess,RH,23,1630,86,2.0,1.0,4,16.02067508585663
5779,KK Nagar,Partial,Yes,House,Gravel,RM,11,1503,121,2.0,1.0,4,16.25528297750486
5780,Velachery,Normal Sale,Yes,Others,Paved,RL,18,1754,94,2.0,1.0,4,16.305077830159444
5781,Karapakkam,Normal Sale,No,Commercial,Paved,C,49,1299,87,1.0,1.0,3,15.976646941791579
5782,Chrompet,AdjLand,Yes,Others,NoAccess,RL,30,983,8,1.0,1.0,3,16.083937652609897
5783,TNagar,AbNormal,Yes,Commercial,Gravel,RM,34,1708,156,1.0,1.0,4,16.89742676627197
5784,Chrompet,Normal Sale,Yes,Commercial,Gravel,RL,22,1230,17,2.0,1.0,4,16.571611538847524
5785,Velachery,AdjLand,Yes,Commercial,Gravel,C,5,1760,30,2.0,1.0,4,16.587656994910333
5786,Chrompet,Normal Sale,Yes,House,Paved,RH,39,1180,176,1.0,1.0,3,16.000111120003123
5787,TNagar,AbNormal,Yes,Others,Paved,RM,38,1915,195,2.0,1.0,5,16.60332367375546
5788,Karapakkam,Normal Sale,No,Commercial,NoAccess,RM,48,1533,181,2.0,2.0,4,16.294941660936015
5789,Karapakkam,Partial,No,Others,Gravel,RH,29,534,181,1.0,1.0,2,15.56361485634895
5790,KK Nagar,Partial,Yes,House,Gravel,RM,22,1404,36,2.0,1.0,4,16.212107078658217
5791,Chrompet,Normal Sale,Yes,House,NoAccess,RH,13,949,90,1.0,1.0,3,15.898884856209323
5792,Velachery,Partial,No,House,NoAccess,RL,15,1876,117,3.0,2.0,5,16.08541097927342
5793,Chrompet,AdjLand,Yes,House,Gravel,RM,40,753,56,1.0,1.0,2,16.079222901258735
5794,Chrompet,AdjLand,Yes,House,NoAccess,RM,20,993,66,1.0,1.0,3,16.094005294475327
5795,Karapakkam,Partial,No,House,Gravel,I,8,1257,72,1.0,1.0,3,15.776070585881504
5796,Chrompet,Partial,Yes,Commercial,Paved,RM,26,1280,180,2.0,1.0,4,16.58717422747468
5797,KK Nagar,AbNormal,Yes,House,Gravel,RH,16,1337,120,2.0,1.0,4,16.111527628645224
5798,KK Nagar,AbNormal,No,House,Paved,RM,22,2325,99,4.0,2.0,6,16.36470413474269
5799,Velachery,Normal Sale,Yes,Others,NoAccess,RM,21,1946,130,3.0,2.0,5,16.360874207677806
5800,Anna Nagar,Family,Yes,House,Paved,RH,45,1719,83,1.0,1.0,4,16.30793123990509
5801,Velachery,Normal Sale,Yes,Commercial,Gravel,RL,37,1636,152,2.0,1.0,4,16.592890907002673
5802,Chrompet,AdjLand,Yes,Commercial,Paved,RL,23,1264,173,2.0,1.0,4,16.592091986234315
5803,Karapakkam,Normal Sale,Yes,Commercial,Paved,I,30,780,127,1.0,1.0,2,15.901157059005204
5804,KK Nagar,Family,No,Commercial,Paved,RM,29,2178,24,3.0,2.0,5,16.72454153372184
5805,Karapakkam,AbNormal,Yes,Others,NoAccess,RH,25,1232,78,1.0,1.0,3,15.8764426008967
5806,Karapakkam,Normal Sale,No,House,NoAccess,C,23,762,156,1.0,1.0,2,15.161708182334234
5807,TNagar,Family,Yes,House,Paved,RL,9,1934,192,2.0,1.0,5,16.499017830272933
5808,Adyar,AdjLand,No,Commercial,Paved,A,26,978,172,1.0,1.0,3,16.19104309281433
5809,KK Nagar,AdjLand,No,House,Gravel,RH,22,2248,162,4.0,2.0,6,16.271179075757196
5810,Anna Nagar,AdjLand,No,Commercial,Paved,RH,12,1991,123,2.0,1.0,5,16.92059509454121
5811,Karapakkam,Partial,Yes,House,NoAccess,RL,32,573,91,1.0,1.0,2,15.585840547288772
5812,KK Nagar,AbNormal,Yes,Commercial,Gravel,RL,28,2496,88,4.0,2.0,6,16.863876457260297
5813,KK Nagar,AbNormal,No,Others,Gravel,RH,16,1931,194,3.0,2.0,5,16.247722756764524
5814,Karapakkam,Family,No,House,Gravel,C,6,652,126,1.0,1.0,2,15.408083655502324
5815,Chrompet,Normal Sale,Yes,House,Paved,RL,13,770,174,1.0,1.0,2,15.94206943684695
5816,Karapakkam,Family,No,Commercial,Paved,RH,31,1323,76,1.0,1.0,3,16.18504395373842
5817,KK Nagar,Partial,No,Others,Paved,RL,26,2180,78,3.0,2.0,5,16.281618531328725
5818,KK Nagar,AdjLand,No,Commercial,Paved,RL,28,2458,83,4.0,2.0,6,16.80851170538624
5819,Velachery,AdjLand,Yes,House,Gravel,I,16,1684,87,2.0,1.0,4,16.168010991403253
5820,Anna Nagar,AbNormal,No,Commercial,NoAccess,RM,5,1556,120,1.0,1.0,4,16.776167315153547
5821,Karapakkam,Partial,Yes,Commercial,NoAccess,RL,13,526,45,1.0,1.0,2,15.818197802135046
5822,Chrompet,Normal Sale,Yes,Commercial,NoAccess,RM,36,714,55,1.0,1.0,2,16.185189560557898
5823,Karapakkam,AbNormal,No,Commercial,NoAccess,I,34,748,105,1.0,1.0,2,15.620740064196946
5824,Adyar,Normal Sale,No,Commercial,NoAccess,A,40,635,133,1.0,1.0,2,15.653566449650313
5825,Chrompet,Family,Yes,Others,Paved,RL,19,1137,155,1.0,1.0,3,16.174645913244927
5826,Karapakkam,AbNormal,Yes,House,NoAccess,RL,16,1132,88,1.0,1.0,3,15.865925370826393
5827,Anna Nagar,Normal Sale,Yes,Others,NoAccess,RH,21,1804,5,2.0,1.0,5,16.422417560235715
5828,KK Nagar,Normal Sale,No,House,Paved,RL,17,2327,44,4.0,2.0,6,16.32039228749794
5829,KK Nagar,Normal Sale,Yes,Others,Gravel,RL,20,1966,111,3.0,2.0,5,16.37592626935019
5830,Karapakkam,Family,No,Commercial,Paved,RL,21,552,167,1.0,1.0,2,15.755113429325437
5831,KK Nagar,AbNormal,No,Commercial,Gravel,RH,16,1862,101,3.0,2.0,5,16.588590347110962
5832,Velachery,Normal Sale,Yes,House,Paved,RM,37,1640,149,2.0,1.0,4,16.192228715654363
